AtcoCode,CommonName,StopType,ShortCommonName,Street,Longitude,Latitude,ModifiedDate,CreatedDate,LocalityName,Easting,Northing
700000015006,City Centre,BusCoachTramOnStreetPoint,,,-5.9317433429,54.5958476484,09/07/2020,09/07/2020,Belfast Metro Ops,333730,373924
700000015008,City Centre,BusCoachTramOnStreetPoint,,,-5.93031237,54.59736851,09/07/2020,09/07/2020,Belfast Metro Ops,333817,374095
700000015009,Easons / Menzies,BusCoachTramOnStreetPoint,,,-5.88475173,54.62092176,09/07/2020,09/07/2020,Belfast Metro Ops,336682,376805
700000015010,Easons / Menzies,BusCoachTramOnStreetPoint,,,-5.88430161,54.62112172,09/07/2020,09/07/2020,Belfast Metro Ops,336711,376828
700000015011,The Pub,BusCoachTramOnStreetPoint,,,-5.6873427124,54.5917287271,09/07/2020,09/07/2020,Newtownards,349539,373958
700000015012,Mandeville Manor,BusCoachTramOnStreetPoint,,,-6.3978666338,54.4419717129,09/07/2020,09/07/2020,Craigavon,303995,356010
700000015013,Mandeville Manor,BusCoachTramOnStreetPoint,,,-6.3999962763,54.441743164,09/07/2020,09/07/2020,Craigavon,303858,355981
700000015014,Kernan Stores,BusCoachTramOnStreetPoint,,,-6.4118126251,54.4372990837,09/07/2020,09/07/2020,Craigavon,303102,355469
700000015015,Kernans Stores,BusCoachTramOnStreetPoint,,,-6.412157244,54.4373511415,09/07/2020,09/07/2020,Craigavon,303080,355474
700000015016,Balteagh Road,BusCoachTramOnStreetPoint,,Craigavon,-6.3932271178,54.452791193,09/07/2020,09/07/2020,Craigavon,304269,357221
700000015017,Balteagh Road,BusCoachTramOnStreetPoint,,,-6.3930959148,54.4530153158,09/07/2020,09/07/2020,Craigavon,304277,357246
700000015018,Ulsterbus Depot,BusCoachTramOnStreetPoint,,,-6.397704357,54.45043493,09/07/2020,09/07/2020,Craigavon,303984,356952
700000015019,Highfield Road,BusCoachTramOnStreetPoint,,,-6.3976155972,54.4499916308,09/07/2020,09/07/2020,Craigavon,303991,356903
700000015020,Tesco Lay-by Highfield Road,BusCoachTramOnStreetPoint,,,-6.3948492831,54.4452178842,09/07/2020,09/07/2020,Craigavon,304183,356375
700000015021,Tesco Lay-By Highfield Road,BusCoachTramOnStreetPoint,,,-6.3951892995,54.4453887926,09/07/2020,09/07/2020,Craigavon,304160,356394
700000015022,Toberhewney Lane Upper,BusCoachTramOnStreetPoint,,,-6.3250629971,54.4508512629,09/07/2020,09/07/2020,Craigavon,308695,357108
700000015023,Kitchen Hill,BusCoachTramOnStreetPoint,,,-6.3346641484,54.4609568479,09/07/2020,09/07/2020,Craigavon,308045,358218
700000015024,Princess Way,BusCoachTramOnStreetPoint,,,-6.4181664304,54.4216144857,09/07/2020,09/07/2020,Craigavon,302729,353714
700000015025,Rowan Manor,BusCoachTramOnStreetPoint,,,-6.3697193834,54.4525740251,09/07/2020,09/07/2020,Craigavon,305794,357232
700000015026,Rowan Manor,BusCoachTramOnStreetPoint,,,-6.3693313628,54.452483167,09/07/2020,09/07/2020,Craigavon,305819,357222
700000015027,Brownlow College,BusCoachTramOnStreetPoint,,,-6.3611030037,54.4476841046,09/07/2020,09/07/2020,Craigavon,306365,356700
700000015028,Brownlow College,BusCoachTramOnStreetPoint,,,-6.3615390486,54.4477945981,09/07/2020,09/07/2020,Craigavon,306337,356712
700000015029,Carn Drive,BusCoachTramOnStreetPoint,,,-6.4180711856,54.447574608,09/07/2020,09/07/2020,Craigavon,302670,356604
700000015030,Diviny Drive,BusCoachTramOnStreetPoint,,,-6.4135639318,54.4482060443,09/07/2020,09/07/2020,Craigavon,302961,356680
700000015031,Seagoe Ceramics,BusCoachTramOnStreetPoint,,,-6.4101756066,54.4535575185,09/07/2020,09/07/2020,Craigavon,303168,357281
700000015032,Craigavon Senior High,BusCoachTramOnStreetPoint,,Craigavon,-6.4240589003,54.431279118,09/07/2020,09/07/2020,Craigavon,302323,354781
700000015033,Ardress Cottages,BusCoachTramOnStreetPoint,,Craigavon,-6.6004823412,54.4447673435,09/07/2020,09/07/2020,Craigavon,290844,356041
700000015034,Scarva Moody Park,BusCoachTramOnStreetPoint,,Craigavon,-6.3628200339,54.3289178239,09/07/2020,09/07/2020,Craigavon,306561,343479
700000015035,Banbridge High School,BusCoachTramOnStreetPoint,,Craigavon,-6.2772484246,54.3452992941,09/07/2020,09/07/2020,Craigavon,312083,345435
700000015036,Bridgewater Park,BusCoachTramOnStreetPoint,,Craigavon,-6.2732863012,54.3319350182,09/07/2020,09/07/2020,Craigavon,312377,343953
700000015037,Tullyear Avenue,BusCoachTramOnStreetPoint,,Craigavon,-6.2843150799,54.3334071929,09/07/2020,09/07/2020,Craigavon,311656,344100
700000015038,Sydenham bridge,BusCoachTramOnStreetPoint,,,-5.8774229539,54.609058466,09/07/2020,09/07/2020,Belfast Metro Ops,337196,375499
700000015039,Ulster Hall,BusCoachTramOnStreetPoint,,,-5.9312636748,54.5946264792,09/07/2020,09/07/2020,Belfast Metro Ops,333765,373789
700000015040,Newtownbreda Rd (Greer Pk Ave),BusCoachTramOnStreetPoint,,,-5.92613114,54.54741574,09/07/2020,09/07/2020,Belfast Metro Ops,334251,368544
700000015041,Shorts Canteen,BusCoachTramOnStreetPoint,,,-5.8897541866,54.6121582973,09/07/2020,09/07/2020,Belfast Metro Ops,336389,375820
700000015042,Moneydarragh Rd,BusCoachTramOnStreetPoint,,,-5.9072855911,54.1030671947,09/07/2020,09/07/2020,Newcastle,336939,319128
700000015043,Barbican,BusCoachTramOnStreetPoint,,,-5.9025187866,54.1063268395,09/07/2020,09/07/2020,Newcastle,337240,319500
700000015044,Barbican,BusCoachTramOnStreetPoint,,,-5.9029816467,54.1062450521,09/07/2020,09/07/2020,Newcastle,337210,319490
700000015045,Main Street,BusCoachTramOnStreetPoint,,,-5.9008957638,54.1081855182,09/07/2020,09/07/2020,Newcastle,337340,319710
700000015046,Mullartown Heights,BusCoachTramOnStreetPoint,,,-5.8998519775,54.110683284,09/07/2020,09/07/2020,Newcastle,337400,319990
700000015047,Hales Fruit Shop,BusCoachTramOnStreetPoint,,,-5.8887784394,54.213442831,09/07/2020,09/07/2020,Newcastle,337782,331447
700000015048,Mauds,BusCoachTramOnStreetPoint,,,-5.8901712805,54.2108830857,09/07/2020,09/07/2020,Newcastle,337700,331160
700000015049,Margaret's House,BusCoachTramOnStreetPoint,,,-5.8913797367,54.2020792781,09/07/2020,09/07/2020,Newcastle,337650,330177
700000015050,Craignagore,BusCoachTramOnStreetPoint,,,-5.8913648324,54.1994923473,09/07/2020,09/07/2020,Newcastle,337660,329890
700000015051,Bath Lane,BusCoachTramOnStreetPoint,,,-5.8899593144,54.2000068633,09/07/2020,09/07/2020,Newcastle,337750,329950
700000015052,Blue Bridge,BusCoachTramOnStreetPoint,,,-5.8975002031,54.211460515,09/07/2020,09/07/2020,Newcastle,337220,331210
700000015053,Rowley Meadows,BusCoachTramOnStreetPoint,,,-5.8975895115,54.212720047,09/07/2020,09/07/2020,Newcastle,337210,331350
700000015054,Shimna wood,BusCoachTramOnStreetPoint,,,-5.8981337821,54.2140773737,09/07/2020,09/07/2020,Newcastle,337170,331500
700000015055,Annsley's,BusCoachTramOnStreetPoint,,,-5.8991193881,54.2158018161,09/07/2020,09/07/2020,Newcastle,337100,331690
700000015056,Marguerite Park,BusCoachTramOnStreetPoint,,,-5.9002150511,54.217141701,09/07/2020,09/07/2020,Newcastle,337024,331836
700000015057,Strathern Manor,BusCoachTramOnStreetPoint,,,-5.9025135261,54.2214319786,09/07/2020,09/07/2020,Newcastle,336860,332310
700000015058,Mount Norris,BusCoachTramOnStreetPoint,,,-5.9019901797,54.2226808353,09/07/2020,09/07/2020,Newcastle,336890,332450
700000015059,Ballaghbeg Park,BusCoachTramOnStreetPoint,,,-5.8916465393,54.2199168207,09/07/2020,09/07/2020,Newcastle,337573,332162
700000015060,12 Dundrum Road,BusCoachTramOnStreetPoint,,,-5.8888793562,54.2172311038,09/07/2020,09/07/2020,Newcastle,337763,331868
700000015061,Merrion Avenue,BusCoachTramOnStreetPoint,,,-5.8877906945,54.2184790691,09/07/2020,09/07/2020,Newcastle,337830,332010
700000015062,Binnian Park,BusCoachTramOnStreetPoint,,,-5.9469930794,54.0820242308,09/07/2020,09/07/2020,Newcastle,334410,316710
700000015063,Maxol Garage,BusCoachTramOnStreetPoint,,,-6.0142134234,54.0664398385,09/07/2020,09/07/2020,Newcastle,330060,314850
700000015064,Maxol Garage,BusCoachTramOnStreetPoint,,,-6.0149594903,54.0668115766,09/07/2020,09/07/2020,Newcastle,330010,314890
700000015065,Brooklands,BusCoachTramOnStreetPoint,,,-6.0110012504,54.0655690696,09/07/2020,09/07/2020,Newcastle,330273,314759
700000015067,Mill Road,BusCoachTramOnStreetPoint,,,-6.0000817417,54.0655741408,09/07/2020,09/07/2020,Newcastle,330987,314779
700000015068,Riverside Park,BusCoachTramOnStreetPoint,,,-5.9936386131,54.0686142668,09/07/2020,09/07/2020,Newcastle,331400,315130
700000015069,Wood lodge,BusCoachTramOnStreetPoint,,,-5.9310292439,54.261371115,09/07/2020,09/07/2020,Newcastle,334870,336700
700000015070,Wood lodge,BusCoachTramOnStreetPoint,,,-5.9304158382,54.2613605833,09/07/2020,09/07/2020,Newcastle,334910,336700
700000015071,Corner of P.S. Rd,BusCoachTramOnStreetPoint,,,-5.89842661,54.3750202275,09/07/2020,09/07/2020,Newcastle,336617,349411
700000015072,Drumaroad P.S.,BusCoachTramOnStreetPoint,,,-5.898656271,54.3232596693,09/07/2020,09/07/2020,Newcastle,336774,343650
700000015073,Bowling Green,BusCoachTramOnStreetPoint,,,-5.8929545477,54.3975751492,09/07/2020,09/07/2020,Newcastle,336897,351931
700000015074,Bowling Green,BusCoachTramOnStreetPoint,,,-5.892625579,54.3976359878,09/07/2020,09/07/2020,Newcastle,336918,351939
700000015075,Croob Park,BusCoachTramOnStreetPoint,,,-5.9060276885,54.4002302653,09/07/2020,09/07/2020,Newcastle,336039,352202
700000015076,Croob Park,BusCoachTramOnStreetPoint,,,-5.9026121523,54.4001350312,09/07/2020,09/07/2020,Newcastle,336262,352198
700000015077,Windmill Gardens,BusCoachTramOnStreetPoint,,,-5.8884394957,54.4035180211,09/07/2020,09/07/2020,Newcastle,337171,352602
700000015078,Attical Grants Shop,BusCoachTramOnStreetPoint,,,-6.0438316164,54.1091866406,09/07/2020,09/07/2020,Newcastle,327989,319553
700000015079,The Surgery,BusCoachTramOnStreetPoint,,,-5.9430662091,54.2548201421,09/07/2020,09/07/2020,Newcastle,334107,335948
700000015080,Burren Grove,BusCoachTramOnStreetPoint,,,-5.9401072862,54.2519931166,09/07/2020,09/07/2020,Newcastle,334309,335639
700000015081,Ballykeel Road,BusCoachTramOnStreetPoint,,,-5.9575878003,54.0778915316,09/07/2020,09/07/2020,Newcastle,333730,316230
700000015082,Graham's Garage,BusCoachTramOnStreetPoint,,,-5.9996614797,54.0656127971,09/07/2020,09/07/2020,Newcastle,331015,314784
700000015083,CEMETARY,BusCoachTramOnStreetPoint,,,-5.714104298,54.3196856759,09/07/2020,09/07/2020,Downpatrick,348792,343625
700000015084,CEMETARY,BusCoachTramOnStreetPoint,,,-5.7138580122,54.3196394033,09/07/2020,09/07/2020,Downpatrick,348808,343621
700000015085,Bishop's Brae Avenue,BusCoachTramOnStreetPoint,,,-5.7143841891,54.3129172618,09/07/2020,09/07/2020,Downpatrick,348799,342872
700000015086,Chapel St,BusCoachTramOnStreetPoint,,,-5.6418238759,54.2504067413,09/07/2020,09/07/2020,Downpatrick,353753,336071
700000015088,Bay Court,BusCoachTramOnStreetPoint,,,-5.6443873992,54.2544286801,09/07/2020,09/07/2020,Downpatrick,353571,336513
700000015089,22 Station Road,BusCoachTramOnStreetPoint,,,-5.6432708926,54.258666192,09/07/2020,09/07/2020,Downpatrick,353628,336987
700000015090,SCHOOL ROAD,BusCoachTramOnStreetPoint,,,-5.6441898049,54.2527803866,09/07/2020,09/07/2020,Downpatrick,353590,336330
700000015091,RAHOLP BANNAGAHAN RD,BusCoachTramOnStreetPoint,,,-5.634083867,54.3555510146,09/07/2020,09/07/2020,Downpatrick,353864,347788
700000015092,RAHOLP BANNAGAHAN RD,BusCoachTramOnStreetPoint,,,-5.6338842691,54.3554851876,09/07/2020,09/07/2020,Downpatrick,353878,347782
700000015093,BALLYKINLAR CAMP,BusCoachTramOnStreetPoint,,,-5.7997740538,54.2560810637,09/07/2020,09/07/2020,Downpatrick,343440,336370
700000015094,ARDFERN UPPER,BusCoachTramOnStreetPoint,,,-5.6812537314,54.417975052,09/07/2020,09/07/2020,Downpatrick,350570,354634
700000015095,ARDFERN UPPER,BusCoachTramOnStreetPoint,,,-5.6859854011,54.3372482802,09/07/2020,09/07/2020,Downpatrick,350558,345640
700000015096,ARDFERN,BusCoachTramOnStreetPoint,,,-5.686903344,54.3359629508,09/07/2020,09/07/2020,Downpatrick,350503,345495
700000015097,ARDFERN,BusCoachTramOnStreetPoint,,,-5.6870569478,54.3359658964,09/07/2020,09/07/2020,Downpatrick,350493,345495
700000015098,ARDFERN LOWER,BusCoachTramOnStreetPoint,,,-5.6865924364,54.3346540513,09/07/2020,09/07/2020,Downpatrick,350528,345350
700000015099,ARDFERN LOWER,BusCoachTramOnStreetPoint,,,-5.6866737728,54.3345747394,09/07/2020,09/07/2020,Downpatrick,350523,345341
700000015100,Glassdrummond Chapel,BusCoachTramOnStreetPoint,,,-5.8965552222,54.1304839611,09/07/2020,09/07/2020,Newcastle,337550,322200
700000015101,Glassdrummond Bridge,BusCoachTramOnStreetPoint,,,-5.8938474426,54.1356033376,09/07/2020,09/07/2020,Newcastle,337710,322775
700000015102,Glassdrummond Bridge,BusCoachTramOnStreetPoint,,,-5.8940726667,54.1356881497,09/07/2020,09/07/2020,Newcastle,337695,322784
700000015103,Boulevard Park,BusCoachTramOnStreetPoint,,,-5.8839964532,54.2237139446,09/07/2020,09/07/2020,Newcastle,338060,332600
700000015104,Killcoo Chapel,BusCoachTramOnStreetPoint,,,-6.0306745274,54.2313225495,09/07/2020,09/07/2020,Newcastle,328471,333170
700000015105,Killcoo Chapel,BusCoachTramOnStreetPoint,,,-6.0307468768,54.2314135846,09/07/2020,09/07/2020,Newcastle,328466,333180
700000015106,McBride's Corner Ulster Arms Bar,BusCoachTramOnStreetPoint,,,-6.0885957768,54.2881697795,09/07/2020,09/07/2020,Newcastle,324523,339393
700000015107,McBride's Corner,BusCoachTramOnStreetPoint,,,-6.0877351213,54.2881830875,09/07/2020,09/07/2020,Newcastle,324579,339396
700000015108,Caravan Park,BusCoachTramOnStreetPoint,,,-5.9289005996,54.2313599982,09/07/2020,09/07/2020,Newcastle,335106,333364
700000015109,Black's Road P&R,BusCoachTramOnStreetPoint,,,-5.9945842111,54.5567699614,09/07/2020,09/07/2020,Belfast Metro Ops,329793,369457
700000015110,Foreglen Road 4,BusCoachTramOnStreetPoint,,,-7.1290641293,54.9255667518,09/07/2020,09/07/2020,LondonderryCounty,255890,409010
700000015111,Carrickhue,BusCoachTramOnStreetPoint,,,-7.0720879695,55.0418565219,09/07/2020,09/07/2020,LondonderryCounty,259371,422002
700000015112,Ballykelly Road,BusCoachTramOnStreetPoint,,,-6.9971920143,55.0475265743,09/07/2020,09/07/2020,LondonderryCounty,264150,422700
700000015114,Greysteel 6,BusCoachTramOnStreetPoint,,,-7.1099051119,55.0335487077,09/07/2020,09/07/2020,LondonderryCounty,256965,421046
700000015115,Lowrys Lane,BusCoachTramOnStreetPoint,,,-7.4222391432,54.874944422,09/07/2020,09/07/2020,LondonderryCounty,237140,403180
700000015116,Victoria Road,BusCoachTramOnStreetPoint,,,-7.3412170044,54.9810674118,09/07/2020,09/07/2020,DerryCity,242230,415040
700000015118,Hollyhall Road,BusCoachTramOnStreetPoint,,,-7.3410283379,55.0046561762,09/07/2020,09/07/2020,DerryCity,242217,417666
700000015120,Bready 5,BusCoachTramOnStreetPoint,,,-7.4197470674,54.9161184425,09/07/2020,09/07/2020,LondonderryCounty,237262,407765
700000015121,Bready 6,BusCoachTramOnStreetPoint,,,-7.4183605872,54.9194097297,09/07/2020,09/07/2020,LondonderryCounty,237347,408132
700000015122,Mill Road,BusCoachTramOnStreetPoint,,,-5.9669321629,54.5262356405,09/07/2020,09/07/2020,Lisburn,331680,366110
700000015123,Mill Road,BusCoachTramOnStreetPoint,,,-5.9674085835,54.5259741011,09/07/2020,09/07/2020,Lisburn,331650,366080
700000015124,Old Newry Road,BusCoachTramOnStreetPoint,,Craigavon,-6.2771714169,54.3419822956,09/07/2020,09/07/2020,Craigavon,312097,345066
700000015125,North Road,BusCoachTramOnStreetPoint,,,-5.6870926765,54.6024166225,09/07/2020,09/07/2020,Newtownards,349516,375148
700000015126,North Road,BusCoachTramOnStreetPoint,,,-5.6866561324,54.6024290339,09/07/2020,09/07/2020,Newtownards,349544,375150
700000015127,Newtown Way,BusCoachTramOnStreetPoint,,,-5.6746235361,54.6039477775,09/07/2020,09/07/2020,Newtownards,350316,375345
700000015128,The Brae,BusCoachTramOnStreetPoint,,,-5.6221180254,54.6756950367,09/07/2020,09/07/2020,Newtownards,353437,383443
700000015129,341 Comber Road,BusCoachTramOnStreetPoint,,,-5.7872889946,54.577352478,09/07/2020,09/07/2020,Belfast Metro Ops,343130,372150
700000015130,Billy Neil Playing Fields,BusCoachTramOnStreetPoint,,,-5.787073963,54.5775157605,09/07/2020,09/07/2020,Belfast Metro Ops,343143,372168
700000015132,IKEA,BusCoachTramOnStreetPoint,,,-5.86445186,54.62147172,09/07/2020,09/07/2020,Belfast Metro Ops,337991,376905
700000015134,Fairhill,BusCoachTramOnStreetPoint,,,-6.7447042899,54.6455136765,09/07/2020,09/07/2020,Magherafelt,281090,378210
700000015135,Parker Avenue,BusCoachTramOnStreetPoint,,,-6.5552708436,54.7784737374,09/07/2020,09/07/2020,Magherafelt,293014,393245
700000015136,The Orchard,BusCoachTramOnStreetPoint,,,-6.4879978686,54.8728622881,09/07/2020,09/07/2020,Magherafelt,297115,403842
700000015137,Broagh,BusCoachTramOnStreetPoint,,,-6.5492276212,54.7797042558,09/07/2020,09/07/2020,Magherafelt,293400,393390
700000015138,O'Boyles,BusCoachTramOnStreetPoint,,,-6.5626648521,54.7777081179,09/07/2020,09/07/2020,Magherafelt,292540,393150
700000015140,Moneymore,BusCoachTramOnStreetPoint,,,-6.6699635033,54.6914493252,09/07/2020,09/07/2020,Magherafelt,285818,383412
700000015141,Donegore Drive Tel/Box,BusCoachTramOnStreetPoint,,,-6.2040274423,54.7164170411,09/07/2020,09/07/2020,Antrim,315790,386860
700000015142,Mill House,BusCoachTramOnStreetPoint,,,-6.2090360738,54.7277076166,09/07/2020,09/07/2020,Antrim,315435,388108
700000015143,Mill House,BusCoachTramOnStreetPoint,,,-6.2090007189,54.7279495805,09/07/2020,09/07/2020,Antrim,315436,388135
700000015144,Nutts Corner,BusCoachTramOnStreetPoint,,,-6.1512948835,54.6353017686,09/07/2020,09/07/2020,Antrim,319425,377919
700000015145,Springfarm Primary School,BusCoachTramOnStreetPoint,,,-6.2164136375,54.7347482176,09/07/2020,09/07/2020,Antrim,314940,388880
700000015146,Springfarm Stiles Way,BusCoachTramOnStreetPoint,,,-6.2148170479,54.7286872766,09/07/2020,09/07/2020,Antrim,315060,388208
700000015150,Victoria Centre,BusCoachTramOnStreetPoint,,,-5.92488461,54.59755534,09/07/2020,09/07/2020,Belfast Metro Ops,334167,374127
700000015151,Carn Industrial Estate,BusCoachTramOnStreetPoint,,Craigavon,-6.4134845047,54.4526442683,09/07/2020,09/07/2020,Craigavon,302955,357175
700000015152,Carn Industrial Estate,BusCoachTramOnStreetPoint,,Craigavon,-6.4121465864,54.4525500556,09/07/2020,09/07/2020,Craigavon,303042,357166
700000015153,Bridge Integrated Primary,BusCoachTramOnStreetPoint,,Craigavon,-6.2846425906,54.3446131782,09/07/2020,09/07/2020,Craigavon,311604,345346
700000015154,Acton Village,BusCoachTramOnStreetPoint,,Craigavon,-6.3774426113,54.3092452132,09/07/2020,09/07/2020,Craigavon,305660,341267
700000015155,Eclipse Cinema Downpatrick,BusCoachTramOnStreetPoint,,Downpatrick,-5.7131128187,54.3236424365,09/07/2020,09/07/2020,Downpatrick,348843,344068
700000015156,Downe Hospital Pick up Point,BusCoachTramOnStreetPoint,,Downpatrick,-5.6932881821,54.3216284779,18/02/2021,09/07/2020,Downpatrick,349964,344003
700000015157,De La Salle Bus Stop,BusCoachTramOnStreetPoint,,Downpatrick,-5.707290266,54.329298034,09/07/2020,09/07/2020,Downpatrick,349201,344709
700000015158,Seymour Street,BusCoachTramOnStreetPoint,,,-6.0388312708,54.4957964571,09/07/2020,09/07/2020,Lisburn,327120,362590
700000015159,Knockburn Drive,BusCoachTramOnStreetPoint,,,-6.0811790708,54.5166683581,09/07/2020,09/07/2020,Lisburn,324313,364837
700000015160,The Brambles,BusCoachTramOnStreetPoint,,Lisburn,-6.0826770789,54.5186924088,09/07/2020,09/07/2020,Lisburn,324210,365060
700000015161,Woodland Mews,BusCoachTramOnStreetPoint,,Lisburn,-6.0825036263,54.5185872314,09/07/2020,09/07/2020,Lisburn,324221,365048
700000015162,Hollyburn,BusCoachTramOnStreetPoint,,Lisburn,-6.0830278892,54.5196106467,09/07/2020,09/07/2020,Lisburn,324184,365161
700000015163,Woodlands Court,BusCoachTramOnStreetPoint,,Lisburn,-6.0828226561,54.5197155694,09/07/2020,09/07/2020,Lisburn,324197,365173
700000015164,Glenbrae,BusCoachTramOnStreetPoint,,Lisburn,-6.08415861,54.52115256,09/07/2020,09/07/2020,Lisburn,324106,365331
700000015165,Limetree Meadows,BusCoachTramOnStreetPoint,,Lisburn,-6.0841223873,54.5218911736,09/07/2020,09/07/2020,Lisburn,324106,365413
700000015166,Football Pitches,BusCoachTramOnStreetPoint,,Lisburn,-6.0786594584,54.5173031908,09/07/2020,09/07/2020,Lisburn,324474,364912
700000015167,Shops,BusCoachTramOnStreetPoint,,Lisburn,-6.0775880191,54.5181929948,09/07/2020,09/07/2020,Lisburn,324541,365013
700000015168,Troutback Avenue,BusCoachTramOnStreetPoint,,Lisburn,-6.0800791422,54.5202273842,09/07/2020,09/07/2020,Lisburn,324373,365235
700000015169,Lillie Court,BusCoachTramOnStreetPoint,,Lisburn,-6.0772951752,54.5183381147,09/07/2020,09/07/2020,Lisburn,324559,365030
700000015170,Business Park,BusCoachTramOnStreetPoint,,,-6.0778212785,54.5122475045,09/07/2020,09/07/2020,Lisburn,324544,364351
700000015172,Glenavy Road,BusCoachTramOnStreetPoint,,,-6.0812934723,54.5350227659,09/07/2020,09/07/2020,Lisburn,324250,366880
700000015173,Causeway End Park,BusCoachTramOnStreetPoint,,Lisburn,-6.0718805984,54.5151064811,09/07/2020,09/07/2020,Lisburn,324920,364680
700000015174,Avonmore,BusCoachTramOnStreetPoint,,,-6.0574525618,54.5002302061,09/07/2020,09/07/2020,Lisburn,325900,363050
700000015176,Sprucefield Park,BusCoachTramOnStreetPoint,,Lisburn,-6.0684542452,54.4915035167,09/07/2020,09/07/2020,Lisburn,325214,362059
700000015177,Sprucefield Park,BusCoachTramOnStreetPoint,,Lisburn,-6.0681914496,54.4914501694,09/07/2020,09/07/2020,Lisburn,325231,362053
700000015178,Culcavey X Roads,BusCoachTramOnStreetPoint,,Lisburn,-6.0903189964,54.4789106657,09/07/2020,09/07/2020,Lisburn,323835,360618
700000015179,McDowells Hill,BusCoachTramOnStreetPoint,,Armagh,-6.6139873791,54.4070947678,09/07/2020,09/07/2020,Armagh,290051,351830
700000015180,Annesley Hall,BusCoachTramOnStreetPoint,,Lisburn,-6.0891066893,54.4736006002,09/07/2020,09/07/2020,Lisburn,323930,360030
700000015182,Dunbeg,BusCoachTramOnStreetPoint,,Lisburn,-6.0749204755,54.4640069904,09/07/2020,09/07/2020,Lisburn,324878,358987
700000015183,Dunbeg Gardens,BusCoachTramOnStreetPoint,,Lisburn,-6.0768704691,54.4641949203,09/07/2020,09/07/2020,Lisburn,324751,359004
700000015184,Banbridge Leisure Centre,BusCoachTramOnStreetPoint,,Craigavon,-6.2706966152,54.3515667506,09/07/2020,09/07/2020,Craigavon,312492,346143
700000015186,Banbridge Library,BusCoachTramOnStreetPoint,,Craigavon,-6.272152084,54.349434324,09/07/2020,09/07/2020,Craigavon,312403,345903
700000015187,Banbridge SRC,BusCoachTramOnStreetPoint,,Craigavon,-6.2648088863,54.348819336,09/07/2020,09/07/2020,Craigavon,312882,345846
700000015188,Banbridge Tesco,BusCoachTramOnStreetPoint,,Craigavon,-6.265244979,54.3461780766,09/07/2020,09/07/2020,Craigavon,312861,345552
700000015189,Brookfield,BusCoachTramOnStreetPoint,,Craigavon,-6.2813696835,54.353429922,09/07/2020,09/07/2020,Craigavon,311793,346333
700000015190,Chinauley Park,BusCoachTramOnStreetPoint,,Craigavon,-6.2544672816,54.3447579476,09/07/2020,09/07/2020,Craigavon,313566,345411
700000015191,Edenderry Gardens,BusCoachTramOnStreetPoint,,Craigavon,-6.2769854537,54.3560797918,09/07/2020,09/07/2020,Craigavon,312071,346635
700000015192,Edenderry Park,BusCoachTramOnStreetPoint,,Craigavon,-6.2837867877,54.3508017989,09/07/2020,09/07/2020,Craigavon,311643,346037
700000015193,Secondary School,BusCoachTramOnStreetPoint,,,-6.004645357,54.7515819933,09/07/2020,09/07/2020,Ballyclare,328526,391121
700000015194,Erinvale,BusCoachTramOnStreetPoint,,,-5.9806403941,54.5558281589,09/07/2020,09/07/2020,Belfast Metro Ops,330698,369378
700000015195,Whiteabbey Presbyterian Church,BusCoachTramOnStreetPoint,,,-5.8923611026,54.6768145633,09/07/2020,09/07/2020,Belfast Metro Ops,336004,383010
700000015196,Saratoga,BusCoachTramOnStreetPoint,,,-5.7094318811,54.5995618849,09/07/2020,09/07/2020,Newtownards,348083,374783
700000015197,Cronstown Cottage Park,BusCoachTramOnStreetPoint,,,-5.6723393281,54.6009914913,09/07/2020,09/07/2020,Newtownards,350474,375020
700000015198,Linley Drive,BusCoachTramOnStreetPoint,,,-5.7380892118,54.5558121284,09/07/2020,09/07/2020,Newtownards,346388,369854
700000015199,Dermott Avenue,BusCoachTramOnStreetPoint,,,-5.7333147028,54.555210569,09/07/2020,09/07/2020,Newtownards,346699,369797
700000015200,Holywood Rail Station,BusCoachTramOnStreetPoint,,,-5.8384534469,54.6416225815,09/07/2020,09/07/2020,Bangor,339602,379200
700000015201,Bloomfield Shopping Centre,BusCoachTramOnStreetPoint,,,-5.6588203106,54.6468092295,09/07/2020,09/07/2020,Bangor,351178,380149
700000015202,Bloomfield Shopping Centre,BusCoachTramOnStreetPoint,,,-5.6575903546,54.6477199248,09/07/2020,09/07/2020,Bangor,351254,380253
700000015205,Crossgar Post Office,BusCoachTramOnStreetPoint,,,-5.7613740143,54.3961876931,09/07/2020,09/07/2020,Downpatrick,345447,352041
700000015207,Crangles Corner,BusCoachTramOnStreetPoint,,,-5.6130437381,54.3645805466,09/07/2020,09/07/2020,Downpatrick,355198,348839
700000015208,Downpatrick Hospital,BusCoachTramOnStreetPoint,,,-5.6943310183,54.321116912,09/07/2020,09/07/2020,Downpatrick,350074,343827
700000015209,Castlewellan Upper Square,BusCoachTramOnStreetPoint,,,-5.9415228677,54.257767953,09/07/2020,09/07/2020,Newcastle,334198,336279
700000015210,Fountain Street,BusCoachTramOnStreetPoint,,,-5.7121198416,54.3282399323,09/07/2020,09/07/2020,Downpatrick,348891,344582
700000015211,Ardneen Green,BusCoachTramOnStreetPoint,,,-5.7017623445,54.3257493041,09/07/2020,09/07/2020,Downpatrick,349573,344326
